"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Rock Shoulders","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".240",".298",".538",".242"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa549485"
"Bryce Massanari"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".241",".297",".538",".241"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa502682"
"Art Charles","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".228",".313",".541",".241"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa503326"
"Cody Hawn","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".233",".308",".541",".241"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa526271"
"Mike Mcquillan","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".253",".274",".527",".240"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa658928"
"Blake Barber","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".237",".300",".537",".240"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa659318"
"Terrance Gore","Royals","48","44","9","1","0","0","4","3","2","11","1","3","1"," ",".209",".258",".269",".527",".240"," ","48","0.1","-0.7"," ","-2.6","-0.7","-0.2","13658"
"Daniel Rams","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".237",".295",".532",".239"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa390353"
"Chase Mcdonald","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".231",".302",".533",".238"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa706987"
"Wilfredo Rodriguez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".248",".282",".531",".238"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa658032"
"J.P. Ramirez","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".240",".293",".533",".238"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa455310"
"Sam Bates"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".234",".299",".533",".238"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa550102"
"Vince Difazio","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".244",".277",".521",".237"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa501657"
"Ryon Healy","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".235",".294",".530",".235"," ","48","0.0","0.0"," ","-0.1","0.0","0.0","sa621493"
"Drew Leachman","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".244",".275",".518",".234"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa598602"
"A.J. Reed","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".227",".295",".522",".233"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa599279"
"Rashawn Payne","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".249",".263",".511",".233"," ","50","0.0","0.0"," ","-0.1","0.0","0.0","sa502425"
"Dan Gulbransen","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".240",".275",".516",".233"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa621622"
"Michael Gerber","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".234",".286",".520",".233"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa550125"
"Steven Graeter","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".232",".287",".519",".231"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa660832"
"Sean Buckley","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".223",".295",".518",".231"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa455548"
"William Carmona","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".230",".284",".515",".230"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa621672"
"Chris Richburg"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".220",".296",".516",".230"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa502145"
"Brandon Bayardi","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".231",".282",".512",".230"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa579127"
"Dane Phillips","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".229",".283",".512",".229"," ","46","0.0","0.0"," ","-0.1","0.0","0.0","sa503813"
"Mark Tracy","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".217",".290",".507",".226"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa503820"
"Brian Ragira","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".225",".279",".504",".226"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa549827"
"Samuel Kimmel","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".231",".270",".501",".225"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa599743"
"Michael Antonio","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".224",".277",".501",".224"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa548196"
"Kevin Patterson","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".214",".285",".499",".224"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa392161"
"Lance Durham","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".226",".269",".495",".224"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa501737"
"Murray Watts","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".222",".276",".498",".223"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa526570"
"Jeremy Patton","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".233",".259",".492",".223"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa598474"
"Drew Hillman"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".217",".281",".499",".223"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa503329"
"Tim Roberson","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".224",".273",".497",".222"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa546786"
"Jean Batista","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".219",".280",".499",".222"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa598610"
"Nikolas Balog","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".223",".273",".496",".222"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa659190"
"Matthew Smith","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".219",".275",".494",".221"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa503830"
"Zane Evans","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".226",".266",".491",".221"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa708968"
"Ryan Mathews","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".218",".274",".493",".221"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa658637"
"Brett Harper"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".213",".283",".497",".221"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa200434"
"Mark Donato","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".223",".271",".495",".221"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa658673"
"Joe Jackson","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".230",".256",".486",".220"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa550375"
"Michael Soto","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".215",".277",".492",".220"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa506042"
"Kevin Mager","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".230",".255",".484",".220"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa621502"
"Jake Schrader","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".213",".278",".491",".219"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa707778"
"Josh Ludy","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".226",".257",".483",".219"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa546687"
"Tim Morris"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".220",".266",".486",".219"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa501609"
"Jordan Steranka","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".218",".273",".491",".219"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa579539"
"James Yezzo","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".218",".274",".492",".219"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa737918"
"Carlos Lopez","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".226",".257",".483",".218"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa658191"
"Josef Terry","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".225",".257",".482",".217"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa501946"
"Brian Mcconkey","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".225",".255",".479",".217"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa549695"
"Marcus Greene","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".231",".241",".472",".216"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa659282"
"Conor Bierfeldt","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".211",".267",".479",".215"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa738591"
"Andrew Knapp","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".220",".255",".475",".215"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa550140"
"Tyler O'Neill","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".209",".270",".479",".215"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa737633"
"Sandber Pimentel","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".217",".261",".478",".215"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa657209"
"Kale Sumner","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".227",".237",".464",".214"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa738625"
"Hamlet Marte","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".217",".259",".475",".214"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa597218"
"Jeremy Sy","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".216",".255",".471",".213"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa658194"
"Matt Foat","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".225",".246",".472",".213"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa659492"
"Dan Collins","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".221",".252",".473",".213"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa738271"
"Trevor Martin"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".220",".255",".475",".213"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa549480"
"Jin-De Jhang","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".221",".252",".473",".213"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa653546"
"Adam Ehrlich","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".225",".242",".467",".212"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa597980"
"Ryan Delgado","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".217",".251",".468",".212"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa549953"
"Zachary Kirksey","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".211",".262",".472",".212"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa503389"
"Jose Dore","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".214",".252",".466",".211"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa548443"
"Ricky Gingras","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".212",".253",".466",".210"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa658313"
"Brian Blasik","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".221",".242",".463",".210"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa659358"
"Jon Leroux","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".204",".261",".465",".209"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa658903"
"Shayne Houck","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".216",".243",".459",".208"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa658687"
"Matthew Oberste","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".205",".261",".466",".208"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa737845"
"Richard Stock","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".207",".260",".467",".208"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa503673"
"Rafael Devers","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".207",".254",".461",".207"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa828312"
"Eric Smith","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".219",".236",".455",".207"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa658396"
"Carlos Mesa","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".203",".260",".464",".206"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa598314"
"Carlos Duran","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".213",".245",".459",".206"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa547817"
"Justin Bass","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".216",".239",".455",".206"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa392127"
"Wesley Cunningham"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".208",".246",".454",".205"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa549273"
"Trevor Mitsui","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".204",".253",".457",".205"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa599004"
"Matthew Scioscia","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".210",".244",".454",".204"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa599572"
"Randy Reyes","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".206",".250",".456",".204"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa696310"
"Henry Moreno"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".202",".250",".452",".203"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa502814"
"Yogey Perez-Ramos","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".212",".237",".449",".202"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa658351"
"Jeffrey Zimmerman","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".206",".242",".448",".202"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa738237"
"Anthony Santander","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".207",".239",".446",".202"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa659463"
"Zach Kapstein","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".213",".229",".443",".202"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa550218"
"Brett Thomas","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".214",".227",".441",".202"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa738695"
"Dustin Demuth","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".207",".242",".448",".202"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa709557"
"Brett Booth","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".208",".236",".443",".202"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa709013"
"Alex Murphy","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".209",".238",".447",".201"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa737854"
"Austin Anderson","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".208",".239",".447",".201"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa831851"
"Chase Simpson","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".206",".238",".444",".201"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa829341"
"Richi Sanchez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".209",".233",".441",".200"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa736755"
"Robert Pehl","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".207",".233",".440",".199"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa708213"
"Kasey Coffman","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".207",".232",".439",".199"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa737911"
"Yeison Melo","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".203",".238",".441",".199"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa828150"
"Michael Gallic","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".207",".232",".438",".199"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa598485"
"Wander Franco","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".207",".234",".441",".198"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa657522"
"Jerrick Suiter","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".209",".223",".431",".197"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa599740"
"Michael Bolaski","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".203",".228",".431",".196"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa549616"
"Roberto De La Cruz","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".193",".244",".437",".196"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa503024"
"Patrick Leyland","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".200",".235",".435",".195"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa548548"
"Salvatore Giardina","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".203",".227",".430",".195"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa829575"
"Gabriel Santana","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".197",".237",".434",".195"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa657134"
"Miles Hamblin","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".203",".223",".426",".194"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa598323"
"Kevin Krause"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".198",".229",".427",".193"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa827200"
"Terrell Joyce","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".193",".233",".425",".193"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa658180"
"Brad Haynal","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".198",".225",".423",".192"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa829192"
"Henry Castillo","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".199",".227",".425",".191"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa736756"
"Rauel Acosta"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".197",".223",".420",".191"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa736883"
"Steven Mateo","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".200",".218",".418",".191"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa551247"
"Emmanuel Tapia","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".193",".230",".423",".190"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa736698"
"Ronniel Demorizi","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".192",".229",".421",".190"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa657555"
"Johel Atencio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".196",".223",".420",".189"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa827981"
"Jeyson Sanchez","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".197",".220",".417",".189"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa828118"
"Wilson Garcia","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".198",".222",".420",".189"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa596287"
"Jacob Kapstein","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".195",".221",".416",".189"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa659015"
"Leonardo Rojas","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".196",".222",".418",".189"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa658269"
"Jorge Gil"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".199",".215",".414",".189"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa828248"
"Mike Martinez","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".187",".231",".417",".188"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa546693"
"Juan Rodriguez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".189",".225",".414",".187"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa828185"
"Carlos Castro","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".192",".225",".417",".187"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa657241"
"Justin Marra","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".190",".221",".412",".187"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa599240"
"Emmanuel Moreta","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".188",".227",".415",".187"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa827945"
"Alexander Sanchez","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".188",".227",".415",".186"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa506903"
"Jose Rodriguez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".197",".214",".411",".186"," ","-5","0.0","0.0"," ","-0.1","0.0","0.0","sa737206"
"Brian Ruiz","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".192",".217",".409",".185"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa600283"
"Samuel Gonzalez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".192",".214",".407",".185"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa507193"
"Eddy Concepcion"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".191",".215",".406",".184"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa597179"
"Hunter Lockwood","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".178",".232",".410",".184"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa598909"
"Roberto Vahlis"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".192",".209",".401",".184"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa657540"
"Andres Sthormes"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".193",".213",".405",".184"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa736554"
"Malik Collymore","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".195",".210",".405",".183"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa737908"
"Malquiel Brito","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".185",".221",".406",".183"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa597158"
"Robert Mullen"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".192",".210",".402",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa737644"
"Olvis Jimenez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".191",".211",".402",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa657458"
"Brandon Dulin","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".186",".221",".407",".183"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa737912"
"Francisco Rodriguez","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".190",".212",".401",".183"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa827946"
"Jose Maria","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".184",".220",".404",".183"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa657681"
"Jose Monegro"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".184",".219",".403",".182"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa737034"
"Bradley Valdez","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".188",".215",".403",".182"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa657495"
"Jhoan Herrera"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".189",".212",".400",".182"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa736902"
"Yariel Vargas","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".195",".203",".398",".181"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa700757"
"Melvin Santana","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".191",".206",".397",".180"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa596978"
"Andres De Aza"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".182",".216",".398",".180"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa659467"
"Isaias Lucena","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".193",".201",".393",".180"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa736921"
