"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Zachary Fisher","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".210",".241",".451",".204"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa503821"
"Eduardo De Oleo","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".202",".253",".455",".204"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa597686"
"Deivi Grullon","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".211",".243",".454",".204"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa739661"
"Nick O'Shea","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".202",".253",".454",".204"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa546795"
"Joshua Lopez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".211",".238",".448",".204"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa736864"
"Carlos Escobar","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".206",".243",".450",".203"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa503390"
"Anthony Nunez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".213",".233",".446",".203"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa506536"
"Davinson Pimentel"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".204",".246",".449",".202"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa828410"
"Jose Queliz","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".203",".248",".452",".202"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa658848"
"Jordan Weems","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".221",".218",".438",".202"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa597862"
"Brett Booth","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".208",".236",".443",".202"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa709013"
"John Nester","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".214",".225",".439",".202"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa526557"
"Tim Remes","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".209",".231",".440",".202"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa659193"
"Joe Staley","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".211",".229",".440",".201"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa548551"
"Alex Murphy","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".209",".238",".447",".201"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa737854"
"Tyler Roberts","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".204",".238",".443",".201"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa501663"
"Antonio Valerio","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".208",".235",".443",".200"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa597689"
"Richi Sanchez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".209",".233",".441",".200"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa736755"
"Luis Torrens","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".209",".230",".439",".200"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa739618"
"Tanner Murphy","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".205",".239",".443",".200"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa549519"
"Corey Brownsten","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".213",".224",".437",".200"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa549187"
"Dan Klein","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".197",".248",".445",".200"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa658662"
"Austin Chubb","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".208",".231",".439",".199"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa658599"
"Miguel Gomez","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".201",".243",".444",".199"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa657484"
"Jose Capellan","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".207",".231",".439",".198"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa506929"
"Dom Nunez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".206",".234",".440",".198"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa737813"
"Franklin Navarro","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".201",".240",".441",".198"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa655913"
"Stryker Trahan","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".193",".245",".439",".197"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa657920"
"Ty Ross","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".208",".226",".433",".197"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa550296"
"Paul Eshleman","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".202",".234",".436",".197"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa658569"
"Christian Carmichael","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".205",".230",".436",".197"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa548337"
"Matthew Colantonio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".211",".219",".429",".197"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa598338"
"Sherman Lacrus","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".205",".229",".433",".196"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa658985"
"Isaias Tejeda","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".200",".235",".435",".196"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa550534"
"Ryan Miller","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".199",".236",".436",".196"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa738892"
"Steve Bean","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".212",".216",".429",".196"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa657874"
"Luis Cruz","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".200",".235",".435",".196"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa597025"
"Patrick Leyland","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".200",".235",".435",".195"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa548548"
"Salvatore Giardina","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".203",".227",".430",".195"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa829575"
"Sandy Martinez","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".203",".228",".431",".195"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa556054"
"Michael Quesada","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".205",".219",".425",".195"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa549786"
"Jesus Araiza","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".203",".224",".427",".194"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa547843"
"Colton Plaia","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".204",".223",".427",".194"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa658920"
"Jose Trevino","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".200",".232",".433",".194"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa827368"
"Tony Caldwell","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".205",".221",".425",".194"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa577017"
"Chad Johnson","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".209",".214",".423",".194"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa657990"
"Wes Wilson","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".205",".220",".425",".194"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa598772"
"Miles Hamblin","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".203",".223",".426",".194"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa598323"
"Chris Rabago","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".207",".222",".429",".194"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa829062"
"Brandon Dailey","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".196",".231",".427",".194"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa549949"
"Ernesto Genoves"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".199",".227",".426",".193"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa503266"
"Kevin Krause"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".198",".229",".427",".193"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa827200"
"Stephen Mcgee","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".212",".205",".417",".193"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa737919"
"Gabriel Cornier","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".206",".213",".419",".193"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa506981"
"Danny Jansen","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".200",".224",".424",".193"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa738162"
"Kevin Mendoza"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".203",".222",".425",".193"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa736997"
"Jose Ortiz","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".195",".231",".425",".192"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa658327"
"Adrian Abreu","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".201",".219",".420",".192"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa554214"
"Jairo Rosario","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".198",".227",".425",".192"," ","-1","0.0","0.0"," ","-0.1","0.0","0.0","sa597080"
"Jin-Ho Shin","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".201",".219",".419",".192"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa549635"
"Brad Haynal","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".198",".225",".423",".192"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa829192"
"Dustin Houle","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".199",".223",".421",".191"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa598106"
"Wilkyns Jimenez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".200",".223",".423",".191"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa657572"
"Seth Conner","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".201",".216",".418",".191"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa550142"
"Francisco Mejia","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".198",".224",".422",".190"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa739565"
"Jose Ovalles"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".197",".222",".419",".190"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa596289"
"Yohan Matos"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".192",".230",".422",".190"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa828338"
"Jamie Ritchie","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".205",".208",".413",".190"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa829058"
"Brian O'Keefe","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".199",".217",".416",".190"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa829152"
"Ali Sanchez","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".195",".223",".419",".190"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa828198"
"Johel Atencio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".196",".223",".420",".189"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa827981"
"Manuel Hilario","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".189",".231",".420",".189"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa596988"
"Eugene Escalante"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".200",".215",".415",".189"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa502401"
"Jeyson Sanchez","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".197",".220",".417",".189"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa828118"
"Wilson Garcia","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".198",".222",".420",".189"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa596287"
"Leonardo Rojas","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".196",".222",".418",".189"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa658269"
"Alixon Suarez","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".194",".222",".416",".189"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa597001"
"Taylor Gushue","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".198",".217",".416",".189"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa827360"
"Daniel Gonzalez","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".200",".214",".414",".188"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa737255"
"Michael De La Cruz","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".199",".213",".412",".188"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa736830"
"Andy Paz","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".200",".212",".412",".188"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa603199"
"Brett Austin","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".200",".209",".409",".188"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa597795"
"Nicholas Desantiago"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".201",".208",".409",".188"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa502770"
"Juan Kelly","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".199",".212",".411",".188"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa657541"
"Jose Rojas","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".193",".223",".415",".188"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa597210"
"B.J. Lopez","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".199",".213",".412",".188"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa694185"
"Carlos Castro","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".192",".225",".417",".187"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa657241"
"Fernando Pujadas","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".193",".220",".414",".187"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa548638"
"Justin Marra","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".190",".221",".412",".187"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa599240"
"Jake Rodriguez","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".194",".214",".408",".187"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa549083"
"Argenis Raga","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".194",".218",".412",".187"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa596833"
"Franco Pizzoli"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".195",".217",".412",".186"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa597275"
"Emmanuel Quiles"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".193",".219",".412",".186"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa390612"
"Joel Jimenez","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".191",".221",".412",".186"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa506839"
"Yohel Pozo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".195",".215",".410",".186"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa828445"
"Ronald Soto"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".190",".220",".410",".186"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa737057"
"Jorge Fernandez","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".194",".218",".412",".185"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa658021"
"Ryan Battaglia","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".144",".194",".208",".402",".185"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa599825"
"Pedro Gonzalez","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".192",".218",".410",".185"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa548079"
"Johan Quevedo","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".194",".216",".409",".185"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa596365"
"Samuel Gonzalez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".192",".214",".407",".185"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa507193"
"Carlos Sanchez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".194",".211",".405",".184"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa596855"
"Eddy Concepcion"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".191",".215",".406",".184"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa597179"
"Danny Arribas","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".195",".208",".403",".184"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa597735"
"Robbie Perkins","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".191",".214",".405",".184"," ","-7","0.0","0.0"," ","-0.1","0.0","0.0","sa739640"
"Fabian Castillo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".189",".218",".407",".184"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa597422"
"Roberto Vahlis"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".192",".209",".401",".184"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa657540"
"Andres Sthormes"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".193",".213",".405",".184"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa736554"
"Jeff Glenn","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".196",".202",".398",".183"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa501590"
"Luke Guarnaccia","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".191",".214",".405",".183"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa549499"
"Mario Sanjur"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".193",".209",".402",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa735840"
"Wilber Torres"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".191",".211",".403",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa657476"
"Elvin Soto","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".191",".215",".406",".183"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa738187"
"Jose Barraza"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".189",".213",".402",".183"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa658096"
"Junior Taveras"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".192",".212",".404",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa547991"
"Marlon Avea","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".189",".214",".403",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa597181"
"Gabriel Tenia"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".184",".220",".404",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa546560"
"Robert Mullen"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".192",".210",".402",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa737644"
"Jhonny Pereda"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".195",".206",".401",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa735866"
"Bennett Pickar","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".197",".203",".400",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa501720"
"Rommel Cepeda"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".187",".217",".404",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa597046"
"Jose Maria","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".184",".220",".404",".183"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa657681"
"Jorge Tillero","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".191",".212",".403",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa597511"
"Martin Cervenka","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".195",".202",".397",".182"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa492636"
"Alvaro Noriega","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".190",".214",".404",".182"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa657322"
"Pablo Garcia"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".190",".212",".402",".182"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa828309"
"Jose Ruiz","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".188",".215",".403",".182"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa657492"
"Sam Eberle","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".194",".204",".398",".182"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa579775"
"Yobanis Pinto"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".194",".207",".400",".182"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa737210"
"Derik Capitillo","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".188",".209",".397",".181"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa736943"
"Tyler Baker","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".190",".210",".401",".181"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa602606"
"Phildrick Llewellyn","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".189",".209",".398",".181"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa658248"
"Jhon Nunez","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".191",".206",".397",".181"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa736923"
"Adam Martin","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".191",".203",".394",".181"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa829153"
"Roberto Tovar","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".192",".204",".396",".180"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa657820"
"Eddy Melo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".192",".204",".396",".180"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa657527"
"Jhonny Pena"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".190",".204",".394",".180"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa597090"
"Isaias Lucena","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".193",".201",".393",".180"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa736921"
"Ricardo Valenzuela","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".190",".206",".396",".180"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa550659"
"Rainis Silva","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".190",".207",".397",".180"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa736892"
"Alejandro Flores","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".185",".210",".395",".180"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa736822"
"Oswaldo Garcia","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".189",".205",".394",".179"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa736757"
"Alfredo Gonzalez","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".187",".205",".392",".179"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa505301"
"Julian Leon","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".186",".206",".392",".179"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa739577"
"Spencer Navin","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".189",".202",".390",".179"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa709022"
"Joel Polanco","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".188",".205",".392",".179"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa597115"
"Miguel Guzman"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".186",".209",".394",".178"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa739522"
"Brian Navarreto","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".184",".209",".393",".178"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa737817"
