"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Michael Ramirez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".232",".265",".342",".607",".269"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa506305"
"Tony Cruz","Cardinals","151","139","32","7","1","2","12","13","9","29","1","2","1"," ",".228",".278",".326",".604",".269"," ","70","-0.2","0.2"," ","-5.3","2.2","0.1","2802"
"Max Stassi","Astros","36","34","7","1","0","1","3","4","2","9","0","0","0"," ",".215",".258",".348",".606",".269"," ","69","0.0","0.0"," ","-1.2","0.7","0.1","10059"
"Cole Leonida","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".270",".328",".598",".269"," ","68","0.0","0.0"," ","0.0","0.0","0.0","sa526399"
"Jhonatan Solano","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".269",".337",".606",".269"," ","67","0.0","0.0"," ","0.0","0.0","0.0","7515"
"Tim Federowicz","Padres","31","28","6","1","0","1","3","3","2","8","0","0","0"," ",".214",".270",".332",".603",".269"," ","73","0.0","0.1"," ","-1.0","0.7","0.1","8609"
"Ramon Hernandez","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".272",".333",".604",".268"," ","71","0.0","0.0"," ","0.0","0.0","0.0","918"
"Carlos Garay","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".273",".327",".600",".268"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa657431"
"Rob Johnson","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".219",".273",".329",".602",".268"," ","69","0.0","0.0"," ","0.0","0.0","0.0","8029"
"Petey Paramore"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".274",".323",".597",".268"," ","71","0.0","0.0"," ","0.0","0.0","0.0","sa454459"
"A.J. Jimenez","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".231",".268",".335",".602",".268"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa454887"
"Ryan Ortiz","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".286",".298",".584",".268"," ","71","0.0","0.0"," ","0.0","0.0","0.0","sa501529"
"Leonel Escobar","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".275",".322",".597",".268"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa504182"
"Sandy Leon","Red Sox","131","118","25","5","0","2","12","12","10","27","1","1","0"," ",".214",".281",".316",".597",".268"," ","64","-0.1","0.2"," ","-5.2","2.9","0.2","5273"
"Juan Apodaca","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".281",".309",".590",".267"," ","73","0.0","0.0"," ","0.0","0.0","0.0","sa286639"
"Adam Weisenburger","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".280",".310",".591",".267"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa546626"
"Joel Galarraga"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".233",".264",".338",".602",".267"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa489713"
"Elias Diaz","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".228",".278",".316",".594",".267"," ","69","0.0","0.0"," ","0.0","0.0","0.0","11680"
"Brian Peacock","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".267",".330",".597",".267"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa289020"
"Griff Erickson","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".270",".324",".594",".267"," ","70","0.0","0.0"," ","0.0","0.0","0.0","sa327827"
"Devin Ivany","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".270",".326",".596",".266"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa254355"
"Taylor Krick","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".284",".303",".587",".266"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa505580"
"Rob Brantly","White Sox","50","46","11","2","0","1","4","4","3","9","0","0","0"," ",".228",".272",".326",".598",".266"," ","64","0.0","-0.2"," ","-2.0","0.8","0.0","10655"
"Dayton Buller","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".271",".320",".591",".266"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa201467"
"Juan Graterol","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".238",".269",".329",".598",".266"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa392987"
"Cody Stanley","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".268",".329",".597",".266"," ","67","0.0","0.0"," ","0.0","0.0","0.0","10838"
"Lance Rymel","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".267",".328",".595",".266"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa658653"
"Shawn Mcgill","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".271",".323",".594",".266"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa327860"
"Ben Heath","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".262",".333",".595",".265"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa548341"
"Derrick Chung","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".234",".276",".315",".591",".265"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa621647"
"Jose Mayorga","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".274",".315",".590",".265"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa546526"
"Jose Yepez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".280",".308",".587",".265"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa209508"
"Corky Miller","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".275",".313",".587",".265"," ","64","0.0","0.0"," ","0.0","0.0","0.0","342"
"Jake Lowery","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".267",".320",".587",".264"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa597837"
"Adam Moore","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".266",".324",".590",".264"," ","70","0.0","0.0"," ","0.0","0.0","0.0","9362"
"Danny Lehmann","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".276",".308",".584",".264"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa389905"
"Tucker Barnhart","Reds","31","28","6","1","0","0","2","2","2","5","0","0","0"," ",".221",".278",".310",".588",".264"," ","63","0.0","0.1"," ","-1.3","0.8","0.0","10200"
"Oscar Hernandez","Diamondbacks","43","40","9","2","0","1","4","4","2","9","0","1","0"," ",".217",".256",".340",".596",".264"," ","60","0.0","0.0"," ","-1.9","0.9","0.0","13490"
"Ryan Jenkins"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".268",".323",".591",".264"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa549876"
"Steven Lerud","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".278",".307",".585",".264"," ","64","0.0","0.0"," ","0.0","0.0","0.0","113"
"Carlos Perez","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".270",".317",".587",".263"," ","65","0.0","0.0"," ","0.0","0.0","0.0","10642"
"Jack Murphy","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".258",".331",".589",".263"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa502520"
"Mike Blanke","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".260",".329",".589",".263"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa549125"
"Matt Koch","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".269",".315",".584",".263"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa526326"
"Damaso Espino","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".225",".278",".305",".583",".263"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa199234"
"Miguel Gonzalez","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".269",".316",".585",".262"," ","61","0.0","0.0"," ","0.0","0.0","0.0","4049"
"Chris Schaeffer","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".262",".324",".587",".262"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa546775"
"Sebastian Valle","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".244",".352",".596",".262"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa455750"
"Elio Sarmiento","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".264",".323",".587",".262"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa328997"
"Robert Stumpo","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".268",".315",".583",".262"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa549938"
"Tyler Marlette","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".257",".331",".588",".262"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa597836"
"Xorge Carrillo","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".269",".313",".582",".262"," ","68","0.0","0.0"," ","0.0","0.0","0.0","sa392212"
"Jan Vazquez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".261",".324",".585",".261"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa501536"
"Miguel Olivo","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".243",".350",".593",".261"," ","66","0.0","0.0"," ","0.0","0.0","0.0","1638"
"Gerwins Velasco","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".218",".271",".309",".580",".261"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa504715"
"Carlos Ramirez","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".268",".312",".580",".261"," ","69","0.0","0.0"," ","0.0","0.0","0.0","sa501605"
"Jonathan Keener"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".262",".323",".585",".261"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa599492"
"Joe Paciorek","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".267",".311",".578",".260"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa389764"
"Kyle Skipworth","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".247",".338",".585",".260"," ","61","0.0","0.0"," ","0.0","0.0","0.0","5298"
"Luis De La Cruz","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".265",".319",".584",".260"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa396230"
"Jose Gonzalez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".269",".309",".578",".260"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa456023"
"Charlie Valerio","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".265",".314",".579",".260"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa547851"
"Zach Maggard","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".253",".332",".585",".260"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa526943"
"Matt Kennelly","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".272",".305",".577",".260"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa390294"
"Daniel Torres","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".264",".316",".580",".260"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa550272"
"Julio Rodriguez","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".263",".318",".581",".259"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa503872"
"Steven Rodriguez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".269",".306",".575",".259"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa598488"
"Jeremy Rodriguez","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".279",".289",".568",".259"," ","66","0.0","0.0"," ","0.0","0.0","0.0","sa579554"
"Kelly Shoppach","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".262",".316",".578",".259"," ","65","0.0","0.0"," ","0.0","0.0","0.0","3867"
"Luis Sanz","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".272",".303",".575",".259"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa505065"
"Keith Castillo","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".265",".311",".576",".259"," ","67","0.0","0.0"," ","0.0","0.0","0.0","sa546820"
"Mitch Canham","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".215",".275",".296",".571",".259"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa389920"
"Jacob Stallings","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".266",".307",".573",".259"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa526927"
"Jeremy Dowdy","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".264",".312",".576",".258"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa621614"
"Guillermo Quiroz","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".261",".317",".579",".258"," ","67","0.0","0.0"," ","0.0","0.0","0.0","7989"
"Trevor Coleman"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".267",".303",".571",".258"," ","65","0.0","0.0"," ","0.0","0.0","0.0","sa501537"
"Dan Rohlfing","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".274",".297",".571",".258"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa389665"
"Ryan Mccurdy","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".269",".301",".570",".258"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa550221"
"Humberto Quintero","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".257",".325",".582",".258"," ","64","0.0","0.0"," ","0.0","0.0","0.0","1824"
"Francisco Arcia","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".261",".316",".577",".258"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa455908"
"John Hicks","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".262",".314",".576",".257"," ","64","0.0","0.0"," ","0.0","0.0","0.0","12547"
"Roberto Perez","Indians","111","99","19","4","0","1","10","9","10","29","1","1","0"," ",".198",".274",".290",".564",".257"," ","64","-0.2","0.2"," ","-4.6","2.5","0.2","2900"
"Jeff Howell","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".220",".256",".321",".577",".257"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa291733"
"Cameron Rupp","Phillies","131","120","24","5","0","3","10","11","7","39","1","1","0"," ",".201",".252",".323",".575",".257"," ","60","-0.1","0.1"," ","-6.0","2.8","0.1","11146"
"Henry Blanco","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".261",".309",".570",".257"," ","64","0.0","0.0"," ","0.0","0.0","0.0","81"
"Lars Davis","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".264",".312",".575",".257"," ","56","0.0","0.0"," ","-0.1","0.0","0.0","sa390233"
"Matt Pagnozzi","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".257",".317",".573",".257"," ","57","0.0","0.0"," ","0.0","0.0","0.0","6046"
"Jayson Hernandez","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".260",".315",".575",".257"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa550163"
"Dallas Tarleton","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".267",".303",".570",".257"," ","56","0.0","0.0"," ","0.0","0.0","0.0","sa502006"
"Chris O'Brien","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".208",".257",".318",".575",".257"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa526558"
"Yusuf Carter","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".253",".322",".575",".256"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa296710"
"Chris Wallace","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".256",".316",".573",".256"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa526346"
"Brian Ward","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".275",".286",".561",".256"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa502524"
"Pat Cantwell","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".270",".298",".567",".256"," ","55","0.0","0.0"," ","0.0","0.0","0.0","sa602546"
"Tuffy Gosewisch","Diamondbacks","280","263","57","13","1","5","21","24","11","52","2","1","1"," ",".216",".251",".325",".576",".256"," ","55","-0.4","1.2"," ","-14.6","7.1","0.1","5277"
"Tony Wolters","Indians","31","28","6","1","0","0","3","2","2","6","0","0","0"," ",".217",".269",".297",".567",".256"," ","62","0.0","0.0"," ","-1.3","0.6","0.0","sa548197"
"Juan Castillo","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".261",".308",".569",".255"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa455720"
"Cam Maron","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".274",".283",".557",".255"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa503041"
"Zach Zaneski","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".257",".310",".567",".255"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa455900"
"Joel Weeks","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".267",".300",".567",".255"," ","64","0.0","0.0"," ","0.0","0.0","0.0","sa456345"
"Luke Maile","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".264",".301",".565",".254"," ","64","0.0","0.0"," ","0.0","0.0","0.0","13355"
"Braeden Schlehuber","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".255",".315",".570",".254"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa454529"
"Jairo Rodriguez","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".223",".262",".306",".567",".254"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa634679"
"John Hester","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".258",".305",".563",".254"," ","63","0.0","0.0"," ","0.0","0.0","0.0","877"
"Rodney Daal","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".252",".316",".568",".254"," ","63","0.0","0.0"," ","0.0","0.0","0.0","sa598817"
"Phillip Pohl","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".250",".317",".567",".253"," ","61","0.0","0.0"," ","0.0","0.0","0.0","sa526886"
"Luis Sierra","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".212",".260",".303",".562",".253"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa450821"
"Jeffrey Farnham","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".267",".290",".557",".253"," ","55","0.0","0.0"," ","0.0","0.0","0.0","sa502337"
"Bobby Wilson","Rangers","94","86","18","3","0","1","8","8","6","18","1","0","0"," ",".207",".261",".300",".562",".253"," ","63","-0.1","0.1"," ","-3.9","1.9","0.1","6564"
"Micah Gibbs","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".265",".291",".556",".253"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa526442"
"Nick Mccoy"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".258",".303",".562",".253"," ","55","0.0","0.0"," ","0.0","0.0","0.0","sa546706"
"Jose Felix"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".227",".253",".315",".568",".252"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa447630"
"Nick Derba","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".259",".301",".560",".252"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa389430"
"Beau Taylor","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".267",".287",".554",".252"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa577780"
"Mike Nickeas","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".259",".300",".559",".252"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","7419"
"Blake Forsythe","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".251",".308",".560",".252"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa548202"
"Wayne Taylor","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".253",".310",".564",".252"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa599157"
"Alex Monsalve","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".216",".253",".312",".565",".252"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa505988"
"Matt Wallach","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".262",".295",".557",".252"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa389937"
"Audry Perez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".224",".248",".322",".570",".252"," ","58","0.0","0.0"," ","0.0","0.0","0.0","9176"
"Juan Centeno","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".226",".271",".290",".561",".252"," ","61","0.0","0.0"," ","0.0","0.0","0.0","7168"
"Mark Wagner","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".258",".303",".561",".252"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa294138"
"Tim Kennelly","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".254",".309",".564",".252"," ","56","0.0","0.0"," ","0.0","0.0","0.0","sa293973"
"Rene Garcia","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".222",".255",".308",".563",".251"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa454693"
"Brian Jeroloman","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".268",".284",".552",".251"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa326780"
"Austin Green","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".238",".327",".566",".251"," ","54","0.0","0.0"," ","0.0","0.0","0.0","sa738290"
"Eliezer Zambrano","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".221",".262",".298",".561",".251"," ","62","0.0","0.0"," ","0.0","0.0","0.0","sa393574"
"Jose Molina","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".267",".286",".553",".250"," ","61","0.0","0.0"," ","0.0","0.0","0.0","25"
"Dante Rosenberg","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".250",".311",".561",".250"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa741869"
"Jake Jefferies","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".258",".297",".556",".250"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa454447"
"Danny Vicioso","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".249",".312",".561",".250"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa503860"
"Kyle Knudson","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".263",".290",".553",".250"," ","55","0.0","0.0"," ","0.0","0.0","0.0","sa546859"
"Alex Lavisky","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".210",".247",".313",".560",".250"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa548434"
"Justin O'Conner","Rays","12","12","2","0","0","0","1","1","0","3","0","0","0"," ",".204",".239",".324",".562",".250"," ","61","0.0","0.0"," ","-0.5","0.3","0.0","sa548314"
"Tyson Blaser","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".259",".294",".553",".249"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa546852"
"Nick Rickles","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".246",".313",".559",".249"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa546837"
"Kai Gronauer","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".252",".300",".553",".249"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa456436"
"Chris Berset","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".260",".289",".549",".249"," ","53","0.0","0.0"," ","-0.1","0.0","0.0","sa549458"
"Jose Jimenez","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".257",".295",".551",".248"," ","60","0.0","0.0"," ","0.0","0.0","0.0","sa502566"
"Dashenko Ricardo","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".207",".249",".306",".556",".248"," ","58","0.0","0.0"," ","0.0","0.0","0.0","sa455974"
"Bruce Maxwell","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".262",".287",".549",".248"," ","57","0.0","0.0"," ","0.0","0.0","0.0","sa657933"
"Martin Medina","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".257",".292",".549",".248"," ","51","0.0","0.0"," ","-0.1","0.0","0.0","sa599196"
"Sharif Othman","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".247",".307",".553",".247"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa578858"
"Wil Nieves","Padres","113","107","24","4","0","1","8","9","4","25","1","1","0"," ",".222",".255",".301",".556",".247"," ","58","-0.5","0.0"," ","-5.8","2.3","0.0","1556"
"Jeff Mathis","Marlins","111","101","20","4","0","2","8","9","7","34","1","0","0"," ",".197",".255",".300",".555",".247"," ","52","-0.2","0.6"," ","-6.1","3.0","0.0","3448"
"Casey Rasmus","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".255",".296",".551",".247"," ","54","0.0","0.0"," ","-0.1","0.0","0.0","sa598550"
"Carlos Paulino","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".255",".293",".548",".246"," ","55","0.0","0.0"," ","-0.1","0.0","0.0","sa456100"
"Tyler Latorre","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".262",".280",".542",".246"," ","59","0.0","0.0"," ","0.0","0.0","0.0","sa326461"
"Mitch Garver","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".203",".252",".294",".546",".246"," ","52","0.0","0.0"," ","-0.1","0.0","0.0","sa578988"
"Carlton Tanabe","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".213",".251",".298",".549",".246"," ","56","0.0","0.0"," ","0.0","0.0","0.0","sa502115"
